Country,Code,Date,Percent
India,IND,17-02-2020,3
India,IND,18-02-2020,3
India,IND,19-02-2020,3.2
India,IND,20-02-2020,3.333
India,IND,21-02-2020,0.143
India,IND,22-02-2020,-0.857
India,IND,23-02-2020,-0.571
India,IND,24-02-2020,-0.571
India,IND,25-02-2020,-0.857
India,IND,26-02-2020,-1
India,IND,27-02-2020,-1
India,IND,28-02-2020,2.429
India,IND,29-02-2020,3.857
India,IND,01-03-2020,4
India,IND,02-03-2020,4.143
India,IND,03-03-2020,4.571
India,IND,04-03-2020,5.143
India,IND,05-03-2020,5.286
India,IND,06-03-2020,5.286
India,IND,07-03-2020,5.143
India,IND,08-03-2020,5.571
India,IND,09-03-2020,3.143
India,IND,10-03-2020,-3.714
India,IND,11-03-2020,-5.429
India,IND,12-03-2020,-6.143
India,IND,13-03-2020,-6.857
India,IND,14-03-2020,-8.714
India,IND,15-03-2020,-9.286
India,IND,16-03-2020,-8.143
India,IND,17-03-2020,-3
India,IND,18-03-2020,-3.429
India,IND,19-03-2020,-5
India,IND,20-03-2020,-7.143
India,IND,21-03-2020,-8.857
India,IND,22-03-2020,-16.143
India,IND,23-03-2020,-22.714
India,IND,24-03-2020,-30.857
India,IND,25-03-2020,-40
India,IND,26-03-2020,-48.429
India,IND,27-03-2020,-56.286
India,IND,28-03-2020,-63.143
India,IND,29-03-2020,-62.857
India,IND,30-03-2020,-65.429
India,IND,31-03-2020,-65.857
India,IND,01-04-2020,-65.286
India,IND,02-04-2020,-65.143
India,IND,03-04-2020,-64.714
India,IND,04-04-2020,-64
India,IND,05-04-2020,-63.429
India,IND,06-04-2020,-63.429
India,IND,07-04-2020,-63.286
India,IND,08-04-2020,-63.143
India,IND,09-04-2020,-63
India,IND,10-04-2020,-63.286
India,IND,11-04-2020,-63.714
India,IND,12-04-2020,-63.857
India,IND,13-04-2020,-63.571
India,IND,14-04-2020,-63.857
India,IND,15-04-2020,-63.429
India,IND,16-04-2020,-63
India,IND,17-04-2020,-62.429
India,IND,18-04-2020,-61.857
India,IND,19-04-2020,-61.571
India,IND,20-04-2020,-61.143
India,IND,21-04-2020,-60.429
India,IND,22-04-2020,-60.286
India,IND,23-04-2020,-60.143
India,IND,24-04-2020,-59.857
India,IND,25-04-2020,-59.714
India,IND,26-04-2020,-59.571
India,IND,27-04-2020,-59.429
India,IND,28-04-2020,-59.286
India,IND,29-04-2020,-59
India,IND,30-04-2020,-58.571
India,IND,01-05-2020,-58.714
India,IND,02-05-2020,-58
India,IND,03-05-2020,-57.429
India,IND,04-05-2020,-56.571
India,IND,05-05-2020,-55.571
India,IND,06-05-2020,-54.571
India,IND,07-05-2020,-53.857
India,IND,08-05-2020,-52.143
India,IND,09-05-2020,-51.429
India,IND,10-05-2020,-50.714
India,IND,11-05-2020,-49.857
India,IND,12-05-2020,-49.286
India,IND,13-05-2020,-48.571
India,IND,14-05-2020,-47.571
India,IND,15-05-2020,-47
India,IND,16-05-2020,-45.857
India,IND,17-05-2020,-45.143
India,IND,18-05-2020,-44.429
India,IND,19-05-2020,-43.571
India,IND,20-05-2020,-42.857
India,IND,21-05-2020,-42.143
India,IND,22-05-2020,-41.286
India,IND,23-05-2020,-40.714
India,IND,24-05-2020,-40.286
India,IND,25-05-2020,-41.143
India,IND,26-05-2020,-40.571
India,IND,27-05-2020,-39.857
India,IND,28-05-2020,-39.286
India,IND,29-05-2020,-38.714
India,IND,30-05-2020,-37.571
India,IND,31-05-2020,-36.429
India,IND,01-06-2020,-34.143
India,IND,02-06-2020,-33.429
India,IND,03-06-2020,-32.857
India,IND,04-06-2020,-32.143
India,IND,05-06-2020,-31.571
India,IND,06-06-2020,-31.143
India,IND,07-06-2020,-30.857
India,IND,08-06-2020,-30.429
India,IND,09-06-2020,-30
India,IND,10-06-2020,-29.571
India,IND,11-06-2020,-29.286
India,IND,12-06-2020,-29.143
India,IND,13-06-2020,-29.571
India,IND,14-06-2020,-29.571
India,IND,15-06-2020,-29.714
India,IND,16-06-2020,-29.714
India,IND,17-06-2020,-29.857
India,IND,18-06-2020,-30
India,IND,19-06-2020,-30.143
India,IND,20-06-2020,-29.571
India,IND,21-06-2020,-30.143
India,IND,22-06-2020,-30.286
India,IND,23-06-2020,-30.571
India,IND,24-06-2020,-30.571
India,IND,25-06-2020,-30.571
India,IND,26-06-2020,-30.429
India,IND,27-06-2020,-31
India,IND,28-06-2020,-30.714
India,IND,29-06-2020,-30.571
India,IND,30-06-2020,-30.429
India,IND,01-07-2020,-30.429
India,IND,02-07-2020,-30.429
India,IND,03-07-2020,-30.429
India,IND,04-07-2020,-30
India,IND,05-07-2020,-30.571
India,IND,06-07-2020,-30.571
India,IND,07-07-2020,-30.571
India,IND,08-07-2020,-30.429
India,IND,09-07-2020,-30.286
India,IND,10-07-2020,-30.286
India,IND,11-07-2020,-31.143
India,IND,12-07-2020,-31.429
India,IND,13-07-2020,-31.429
India,IND,14-07-2020,-31.571
India,IND,15-07-2020,-31.857
India,IND,16-07-2020,-32.143
India,IND,17-07-2020,-32.286
India,IND,18-07-2020,-32
India,IND,19-07-2020,-32.143
India,IND,20-07-2020,-32.571
India,IND,21-07-2020,-32.714
India,IND,22-07-2020,-32.571
India,IND,23-07-2020,-32.714
India,IND,24-07-2020,-32.429
India,IND,25-07-2020,-32.857
India,IND,26-07-2020,-32.714
India,IND,27-07-2020,-32.286
India,IND,28-07-2020,-32
India,IND,29-07-2020,-32.286
India,IND,30-07-2020,-31.857
India,IND,31-07-2020,-32.143
India,IND,01-08-2020,-32.571
India,IND,02-08-2020,-32.143
India,IND,03-08-2020,-34.143
India,IND,04-08-2020,-34.286
India,IND,05-08-2020,-34.143
India,IND,06-08-2020,-34
India,IND,07-08-2020,-33.286
India,IND,08-08-2020,-32.286
India,IND,09-08-2020,-31.714
India,IND,10-08-2020,-29.286
India,IND,11-08-2020,-29
India,IND,12-08-2020,-29.286
India,IND,13-08-2020,-29.286
India,IND,14-08-2020,-29.286
India,IND,15-08-2020,-31.143
India,IND,16-08-2020,-31.143
India,IND,17-08-2020,-30.857
India,IND,18-08-2020,-30.143
India,IND,19-08-2020,-29
India,IND,20-08-2020,-28.857
India,IND,21-08-2020,-29
India,IND,22-08-2020,-27.857
India,IND,23-08-2020,-27.714
India,IND,24-08-2020,-27.714
India,IND,25-08-2020,-27.714
India,IND,26-08-2020,-27.429
India,IND,27-08-2020,-27.143
India,IND,28-08-2020,-26.714
India,IND,29-08-2020,-25
India,IND,30-08-2020,-24.714
India,IND,31-08-2020,-25.143
India,IND,01-09-2020,-25.571
India,IND,02-09-2020,-25.714
India,IND,03-09-2020,-25.571
India,IND,04-09-2020,-25.571
India,IND,05-09-2020,-25
India,IND,06-09-2020,-24.857
India,IND,07-09-2020,-24.714
India,IND,08-09-2020,-24.286
India,IND,09-09-2020,-24.143
India,IND,10-09-2020,-24.143
India,IND,11-09-2020,-24.571
India,IND,12-09-2020,-25.286
India,IND,13-09-2020,-25
India,IND,14-09-2020,-24.429
India,IND,15-09-2020,-24.286
India,IND,16-09-2020,-24.143
India,IND,17-09-2020,-24.429
India,IND,18-09-2020,-23.857
India,IND,19-09-2020,-23
India,IND,20-09-2020,-22.571
India,IND,21-09-2020,-22.714
India,IND,22-09-2020,-22.714
India,IND,23-09-2020,-23
India,IND,24-09-2020,-22.571
India,IND,25-09-2020,-22.714
India,IND,26-09-2020,-23
India,IND,27-09-2020,-23.143
India,IND,28-09-2020,-23
India,IND,29-09-2020,-23
India,IND,30-09-2020,-23
India,IND,01-10-2020,-23.286
India,IND,02-10-2020,-26.143
India,IND,03-10-2020,-26.429
India,IND,04-10-2020,-27.286
India,IND,05-10-2020,-27.714
India,IND,06-10-2020,-28
India,IND,07-10-2020,-27.857
India,IND,08-10-2020,-27.429
India,IND,09-10-2020,-24.143
India,IND,10-10-2020,-24
India,IND,11-10-2020,-23.143
India,IND,12-10-2020,-22.571
India,IND,13-10-2020,-22.143
India,IND,14-10-2020,-21.857
India,IND,15-10-2020,-21.714
India,IND,16-10-2020,-21.571
India,IND,17-10-2020,-20.857
India,IND,18-10-2020,-20.429
India,IND,19-10-2020,-20.286
India,IND,20-10-2020,-20.143
India,IND,21-10-2020,-20
India,IND,22-10-2020,-20
India,IND,23-10-2020,-20.571
India,IND,24-10-2020,-21.857
India,IND,25-10-2020,-22.714
India,IND,26-10-2020,-24.571
India,IND,27-10-2020,-25
India,IND,28-10-2020,-25.286
India,IND,29-10-2020,-25.571
India,IND,30-10-2020,-26.286
India,IND,31-10-2020,-25.286
India,IND,01-11-2020,-24.571
India,IND,02-11-2020,-22.714
India,IND,03-11-2020,-22.429
India,IND,04-11-2020,-22.286
India,IND,05-11-2020,-21.857
India,IND,06-11-2020,-20.571
India,IND,07-11-2020,-20
India,IND,08-11-2020,-19.571
India,IND,09-11-2020,-19.571
India,IND,10-11-2020,-19.429
India,IND,11-11-2020,-19.143
India,IND,12-11-2020,-19.143
India,IND,13-11-2020,-20
India,IND,14-11-2020,-24.429
India,IND,15-11-2020,-27.571
India,IND,16-11-2020,-31
India,IND,17-11-2020,-32.286
India,IND,18-11-2020,-33.286
India,IND,19-11-2020,-33.857
India,IND,20-11-2020,-33.857
India,IND,21-11-2020,-30.286
India,IND,22-11-2020,-28.143
India,IND,23-11-2020,-25
India,IND,24-11-2020,-24
India,IND,25-11-2020,-23.857
India,IND,26-11-2020,-24.286
India,IND,27-11-2020,-23.857
India,IND,28-11-2020,-23.571
India,IND,29-11-2020,-23.143
India,IND,30-11-2020,-24.286
India,IND,01-12-2020,-24.286
India,IND,02-12-2020,-23.429
India,IND,03-12-2020,-22.286
India,IND,04-12-2020,-21.714
India,IND,05-12-2020,-21
India,IND,06-12-2020,-21
India,IND,07-12-2020,-19.714
India,IND,08-12-2020,-19.857
India,IND,09-12-2020,-19.857
India,IND,10-12-2020,-19.857
India,IND,11-12-2020,-19.857
India,IND,12-12-2020,-20.429
India,IND,13-12-2020,-19.857
India,IND,14-12-2020,-19.286
India,IND,15-12-2020,-18.143
India,IND,16-12-2020,-17.571
India,IND,17-12-2020,-17
India,IND,18-12-2020,-16.429
India,IND,19-12-2020,-15.286
India,IND,20-12-2020,-15
India,IND,21-12-2020,-14.571
India,IND,22-12-2020,-14.571
India,IND,23-12-2020,-14.286
India,IND,24-12-2020,-14.286
India,IND,25-12-2020,-16.857
India,IND,26-12-2020,-17.714
India,IND,27-12-2020,-17.714
India,IND,28-12-2020,-17.857
India,IND,29-12-2020,-17.857
India,IND,30-12-2020,-18
India,IND,31-12-2020,-17.857
India,IND,01-01-2021,-16.857
India,IND,02-01-2021,-16
India,IND,03-01-2021,-16
India,IND,04-01-2021,-15.571
India,IND,05-01-2021,-15.286
India,IND,06-01-2021,-14.857
India,IND,07-01-2021,-14.429
India,IND,08-01-2021,-12.286
India,IND,09-01-2021,-12.571
India,IND,10-01-2021,-12.143
India,IND,11-01-2021,-12.143
India,IND,12-01-2021,-12.143
India,IND,13-01-2021,-13
India,IND,14-01-2021,-16.714
India,IND,15-01-2021,-19.286
India,IND,16-01-2021,-20.571
India,IND,17-01-2021,-22.286
India,IND,18-01-2021,-23.143
India,IND,19-01-2021,-23.714
India,IND,20-01-2021,-23.714
India,IND,21-01-2021,-20.571
India,IND,22-01-2021,-18.571
India,IND,23-01-2021,-17.571
India,IND,24-01-2021,-16.571
India,IND,25-01-2021,-16.429
India,IND,26-01-2021,-20.286
